"Date","Track_100","Pred_100","Track_20","Pred_20","Track_200","Pred_200","Track_50","Pred_50","Station"
"2014-10-17 05:26:30",168,0.169373583657719,168,0.227464550849315,168,0.16699428591724,168,0.164015045947364,"P3"
"2014-11-10 05:26:16",168,0.173818471538081,168,0.200956791352323,168,0.167835011816222,168,0.152635594835601,"P3"
"2015-05-29 17:06:43",117,0.152159441368982,117,0.192654608528893,117,0.115123676738817,117,0.159042475346526,"P3"
"2015-06-02 05:26:31",168,0.156440832498937,168,0.196398619436168,168,0.102888743756426,168,0.160570749285544,"P3"
"2015-06-03 17:14:51",15,0.149779648032092,15,0.177164812869969,15,0.111165771106367,15,0.142339173270402,"P3"
"2015-06-10 17:06:44",117,0.151732471553864,117,0.198909884074815,117,0.117592839021169,117,0.176707941816261,"P3"
"2015-06-14 05:26:42",168,0.167184047265374,168,0.200820617170203,168,0.116218301318016,168,0.175549579217715,"P3"
"2015-06-15 17:14:51",15,0.151732471553864,15,0.199275887304412,15,0.116528704203426,15,0.176707941816261,"P3"
"2015-06-22 17:06:45",117,0.142082684972593,117,0.157653503609887,117,0.133762466730089,117,0.150200079754556,"P3"
"2015-06-26 05:26:42",168,0.146552906283629,168,0.163140088273619,168,0.139944800028867,168,0.142509961633004,"P3"
"2015-06-27 17:14:52",15,0.159344097692642,15,0.185500114324139,15,0.147168042717574,15,0.169033659053344,"P3"
"2015-07-04 17:06:44",117,0.136139838996142,117,0.173228160663548,117,0.106023886598776,117,0.141568215105068,"P3"
"2015-07-08 05:26:42",168,0.164985117281586,168,0.181758828587921,168,0.116470033142559,168,0.15503213414617,"P3"
"2015-07-09 17:14:51",15,0.15584009029286,15,0.1501249138744,15,0.120599497238553,15,0.13667574004646,"P3"
"2015-07-16 17:06:45",117,0.151409232920355,117,0.139536934022652,117,0.120286754003455,117,0.120510030250426,"P3"
"2015-07-20 05:26:37",168,0.139777048997757,168,0.163019921643344,168,0.0972925277214805,168,0.141373047283331,"P3"
"2015-07-21 17:14:52",15,0.1587436955352,15,0.186014202856384,15,0.11955149900003,15,0.169175273932491,"P3"
"2015-07-28 17:06:46",117,0.135911235745114,117,0.185101073995116,117,0.103236428143512,117,0.144547181476714,"P3"
"2015-08-01 05:26:43",168,0.121286346931084,168,0.185570473117848,168,0.104777796771708,168,0.146957587992392,"P3"
"2015-08-02 17:14:43",15,0.153731684627174,15,0.200704870008909,15,0.119037854872756,15,0.178802633164181,"P3"
"2015-08-13 05:26:44",168,0.176836409163678,168,0.223049824124862,168,0.143163063375584,168,0.147368686703177,"P3"
"2015-08-14 17:14:54",15,0.151091287717707,15,0.174014211480969,15,0.140171126904588,15,0.162114036434119,"P3"
"2015-08-25 05:26:45",168,0.187312598350305,168,0.222236813974335,168,0.174268980806752,168,0.16247984348215,"P3"
"2015-08-26 17:14:54",15,0.180373493485323,15,0.216685428967687,15,0.163271984074084,15,0.148327205520394,"P3"
"2015-09-06 05:26:45",168,0.17465929211602,168,0.210982460480031,168,0.133541072906895,168,0.155960673982926,"P3"
"2015-09-07 17:14:55",15,0.157427158492517,15,0.183184488373575,15,0.127310753255142,15,0.127671274103867,"P3"
"2015-09-18 05:26:45",168,0.179327671053837,168,0.216316393275408,168,0.147711514933174,168,0.170984045941622,"P3"
"2015-09-19 17:14:55",15,0.169211024921343,15,0.209894274727351,15,0.136714518200506,15,0.154623536614169,"P3"
"2015-09-30 05:26:46",168,0.152885037780831,168,0.191566454385963,168,0.138623847929015,168,0.134210053587824,"P3"
"2015-10-01 17:14:55",15,0.15311694248159,15,0.194919351710364,15,0.134368778951643,15,0.143625167397811,"P3"
"2015-10-12 05:26:46",168,0.158396556164393,168,0.212242449147662,168,0.130753420124888,168,0.134117933712233,"P3"
"2015-10-13 17:14:55",15,0.191218228754908,15,0.236501840849411,15,0.158918188984273,15,0.165222855650439,"P3"
"2015-10-20 17:06:54",117,0.211118576637587,117,0.272870208636125,117,0.202178114948615,117,0.242455285772491,"P3"
"2015-10-24 05:26:40",168,0.177493756117129,168,0.185759335900263,168,0.14522499267389,168,0.185412993503405,"P3"
"2015-10-25 17:14:55",15,0.20308048925582,15,0.188725076033087,15,0.169473365250013,15,0.188877449935482,"P3"
"2015-11-01 17:06:54",117,0.202366048810082,117,0.270782124195973,117,0.201272772499318,117,0.234871962371066,"P3"
"2015-11-05 05:26:40",168,0.154819371104453,168,0.16701489210978,168,0.14169029107291,168,0.16609078637401,"P3"
"2015-11-06 17:14:55",15,0.202600034780583,15,0.218477242102825,15,0.171906512285097,15,0.207397113668832,"P3"
"2015-11-17 05:26:45",168,0.161564362766326,168,0.187585333626286,168,0.128319700608525,168,0.190770672606106,"P3"
"2015-11-18 17:14:50",15,0.16677392932735,15,0.187585333626286,15,0.132153671763897,15,0.194088282257265,"P3"
"2015-11-25 17:06:53",117,0.138857134699178,117,0.143323322590963,117,0.151767136301885,117,0.162421185068145,"P3"
"2015-11-29 05:26:44",168,0.123670690677734,168,0.108385881200009,168,0.133914593457899,168,0.134185326791035,"P3"
"2015-11-30 17:14:55",15,0.125202081496034,15,0.126253233468683,15,0.134306855874325,15,0.146312939156812,"P3"
"2015-12-07 17:06:53",117,0.125202081496034,117,0.126253233468683,117,0.150541648502091,117,0.145814222857558,"P3"
"2015-12-12 17:14:49",15,0.138857134699178,15,0.149532273826505,15,0.133521124123119,15,0.16912885260294,"P3"
"2015-12-19 17:06:53",117,0.159007935948409,117,0.165992414722424,117,0.161329091533927,117,0.171583714575738,"P3"
