"Date","Track_100","Pred_100","Track_20","Pred_20","Track_200","Pred_200","Track_50","Pred_50","Track_500","Pred_500","Station"
"2014-10-17 05:26:30",168,0.206139635592747,168,0.164960102718006,168,0.1847473811362,168,0.172264327325979,168,0.219672284231204,"P2"
"2014-11-10 05:26:16",168,0.223336938796886,168,0.187141987704072,168,0.208684229937692,168,0.194446212312044,168,0.219672284231204,"P2"
"2015-05-29 17:06:43",117,0.181747228592976,117,0.171517390209976,117,0.20196772257427,117,0.171517390209976,117,0.134934088572969,"P2"
"2015-06-02 05:26:31",168,0.187118701445316,168,0.180636680724022,168,0.1542775100504,168,0.174316023074043,168,0.122905999946751,"P2"
"2015-06-03 17:14:51",15,0.214655326325924,15,0.19132675911693,15,0.239456610769025,15,0.191491147854362,15,0.132889832259322,"P2"
"2015-06-10 17:06:44",117,0.225312591950638,117,0.212750694935233,117,0.239607044071603,117,0.212915083672664,117,0.127944270581101,"P2"
"2015-06-14 05:26:42",168,0.222527667565008,168,0.201709061641196,168,0.232039508540505,168,0.195552792728648,168,0.121644538106839,"P2"
"2015-06-15 17:14:51",15,0.227539964746449,15,0.207148786207642,15,0.239654055145902,15,0.207313174945074,15,0.133664424767896,"P2"
"2015-06-22 17:06:45",117,0.187908806863235,117,0.176614250826967,117,0.199495755099451,117,0.182716280971338,117,0.109754354985748,"P2"
"2015-06-26 05:26:42",168,0.188451533861746,168,0.187365261306508,168,0.161032762777095,168,0.1878877679709,168,0.102037006418004,"P2"
"2015-06-27 17:14:52",15,0.212736814492356,15,0.187065273919116,15,0.239058576621446,15,0.197522401030871,15,0.10489893693602,"P2"
"2015-07-04 17:06:44",117,0.202962055451303,117,0.178521322358994,117,0.201676407642097,117,0.188978449470749,NA,NA,"P2"
"2015-07-08 05:26:42",168,0.210517290212987,168,0.192916600997537,168,0.231006283687886,168,0.196337918309255,NA,NA,"P2"
"2015-07-09 17:14:51",15,0.201143184161681,15,0.166396429479526,15,0.210026408808574,15,0.185854776091859,NA,NA,"P2"
"2015-07-16 17:06:45",117,0.178289651600499,117,0.167037415828491,117,0.197259331821159,117,0.173139445972863,NA,NA,"P2"
"2015-07-20 05:26:37",168,0.204971902791787,168,0.180488849435217,168,0.225304930056556,168,0.191514766948237,168,0.107241458599232,"P2"
"2015-07-21 17:14:52",15,0.224077880095523,15,0.204275869133878,15,0.23970383190669,15,0.214732996245633,15,0.118502132213137,"P2"
"2015-07-28 17:06:46",117,0.151059641760337,117,0.158390589191337,117,0.128084615756847,117,0.16140985514036,117,0.127413184056185,"P2"
"2015-08-01 05:26:43",168,0.186814752427753,168,0.191015795524358,168,0.188853442458999,168,0.196182774468892,168,0.107563996966836,"P2"
"2015-08-02 17:14:43",15,0.230327206888339,15,0.222785667971351,15,0.239750842980989,15,0.229110359729413,15,0.129236100964363,"P2"
"2015-08-13 05:26:44",168,0.195477244274146,168,0.199441619319331,168,0.182963517006348,168,0.195587408965234,168,0.131667358285495,"P2"
"2015-08-14 17:14:54",15,0.174310045874847,15,0.163355540399822,15,0.159456702275353,15,0.168553528055573,15,0.127228483877456,"P2"
"2015-08-25 05:26:45",168,0.224227779843802,168,0.207742863327604,168,0.234948894525268,168,0.209634339052075,168,0.135226250555161,"P2"
"2015-08-26 17:14:54",15,0.231125166162804,15,0.204158505340246,15,0.240811775254836,15,0.207888524596203,15,0.152612892859523,"P2"
"2015-09-06 05:26:45",168,0.185144571164003,168,0.195742930319257,168,0.187994932821488,168,0.194288881464662,168,0.114012719157543,"P2"
"2015-09-07 17:14:55",15,0.214570775694394,15,0.218757866180334,15,0.213973077759262,15,0.220612693352905,15,0.115909924354178,"P2"
"2015-09-18 05:26:45",168,0.21564034257256,168,0.217405301374896,168,0.234730409737049,168,0.215951252520302,168,0.115150711307025,"P2"
"2015-09-19 17:14:55",15,0.224676057213642,15,0.219673129034137,15,0.239767075765585,15,0.221527956206708,15,0.115150711307025,"P2"
"2015-09-30 05:26:46",168,0.142089956772306,168,0.149412309599629,168,0.1176861091084,168,0.150660326465914,168,0.107079897349545,"P2"
"2015-10-01 17:14:55",15,0.178296427615201,15,0.174215005273628,15,0.188269328106009,15,0.176718923919358,15,0.109350499981197,"P2"
"2015-10-12 05:26:46",168,0.152378206939891,168,0.155895933823952,168,0.154251403530986,168,0.157143950690237,168,0.128343462124161,"P2"
"2015-10-13 17:14:55",15,0.222857532548302,15,0.216914436389404,15,0.243310083172656,15,0.220644455645361,15,0.135473004952742,"P2"
"2015-10-20 17:06:54",117,0.228774407441582,117,0.266287869191874,117,0.248847701596884,117,0.249481205498191,117,0.184879479739442,"P2"
"2015-10-24 05:26:40",168,0.217288435073474,168,0.188270474158303,168,0.185614098099532,168,0.171829036458121,168,0.162099135955758,"P2"
"2015-10-25 17:14:55",15,0.234099394389901,15,0.22344731049287,15,0.243660405238968,15,0.234493776392657,15,0.179502130423669,"P2"
"2015-11-01 17:06:54",117,0.227683063671188,117,0.236956898250785,117,0.236999144209334,117,0.220510229131234,117,0.191673558433913,"P2"
"2015-11-05 05:26:40",168,0.190787259167927,168,0.167730500528328,168,0.174257369959595,168,0.152231658250272,168,0.149966128438394,"P2"
"2015-11-06 17:14:55",15,0.230118476851211,15,0.21671582390054,15,0.24505580469809,15,0.220888681970139,15,0.192433058550646,"P2"
"2015-11-17 05:26:45",168,0.199297082936952,168,0.178126369006185,168,0.161018736828444,168,0.160336245265895,168,0.146804124302113,"P2"
"2015-11-18 17:14:50",15,0.224078965348441,15,0.182664132415581,15,0.170334312761511,15,0.176032021552592,15,0.154440166370762,"P2"
"2015-11-25 17:06:53",117,0.182157392341055,117,0.146664214717678,117,0.16091557582345,117,0.135722136101939,117,0.155198202680011,"P2"
"2015-11-29 05:26:44",168,0.160140154552903,168,0.156016434411434,168,0.158767292558227,168,0.132192216771061,168,0.147585135908891,"P2"
"2015-11-30 17:14:55",15,0.198037607303487,15,0.166076734198091,15,0.185236007754764,15,0.156994271421009,15,0.149840821623167,"P2"
"2015-12-07 17:06:53",117,0.163670073883781,117,0.146664214717678,117,0.159728138616223,117,0.135722136101939,117,0.155198202680011,"P2"
"2015-12-12 17:14:49",15,0.196965689266587,15,0.167742752691046,15,0.208884571393634,15,0.158660289913965,15,0.15196091743831,"P2"
"2015-12-19 17:06:53",117,0.182157392341055,117,0.141301752854067,117,0.174570629026594,117,0.135722136101939,117,0.156965859841636,"P2"
"2015-12-23 05:26:43",168,0.182157392341055,168,0.157671527814498,168,0.187474025284729,168,0.139209772037735,168,0.148706936674829,"P2"
"2015-12-24 17:14:54",15,0.181014392996742,15,0.165058660666451,15,0.184610737702856,15,0.150304221253636,15,0.150338743816791,"P2"
