Date;Track;SM;Coordinates
2015-06-03 17:14:51;15;23.375166873720158;(10.602312, 46.706995)
2015-06-15 17:14:51;15;23.649869450201432;(10.602312, 46.706995)
2015-06-27 17:14:52;15;23.63692106744822;(10.602312, 46.706995)
2015-07-09 17:14:51;15;19.335849319016464;(10.602312, 46.706995)
2015-07-21 17:14:52;15;19.59623523854606;(10.602312, 46.706995)
2015-08-02 17:14:43;15;22.877741303018148;(10.602312, 46.706995)
2015-08-14 17:14:54;15;22.707218969916312;(10.602312, 46.706995)
2015-08-26 17:14:54;15;21.011906055678654;(10.602312, 46.706995)
2015-09-07 17:14:55;15;19.14288889326758;(10.602312, 46.706995)
2015-09-19 17:14:55;15;25.351735894699335;(10.602312, 46.706995)
2015-10-25 17:14:55;15;24.19454021674994;(10.602312, 46.706995)
2015-11-06 17:14:55;15;24.36114778469533;(10.602312, 46.706995)
2016-05-28 17:14:48;15;18.406633721757785;(10.602312, 46.706995)
2016-06-09 17:14:49;15;12.466258391129523;(10.602312, 46.706995)
2016-07-15 17:14:50;15;15.084355446485386;(10.602312, 46.706995)
2016-07-27 17:14:51;15;18.240152623768058;(10.602312, 46.706995)
2016-08-08 17:14:52;15;14.459546607831225;(10.602312, 46.706995)
2016-09-01 17:14:53;15;17.4406924815301;(10.602312, 46.706995)
2016-09-13 17:14:53;15;18.510352649494678;(10.602312, 46.706995)
2016-09-25 17:14:54;15;15.954230342361416;(10.602312, 46.706995)
2016-10-07 17:14:54;15;16.028206149048188;(10.602312, 46.706995)
2016-10-19 17:14:54;15;17.74280974431861;(10.602312, 46.706995)
2016-10-31 17:14:54;15;14.508689164318644;(10.602312, 46.706995)
2016-11-12 17:14:54;15;13.674420322235015;(10.602312, 46.706995)
2017-05-11 17:14:53;15;21.777673786141953;(10.602312, 46.706995)
2017-05-17 17:14:09;15;21.777673786141953;(10.602312, 46.706995)
2017-05-23 17:14:47;15;22.903643759647473;(10.602312, 46.706995)
2017-05-29 17:14:10;15;24.125366377697915;(10.602312, 46.706995)
2017-06-04 17:14:48;15;14.884317136745345;(10.602312, 46.706995)
2017-06-10 17:14:11;15;18.245484988304604;(10.602312, 46.706995)
2017-06-16 17:14:49;15;17.42105717955969;(10.602312, 46.706995)
2017-06-22 17:14:11;15;18.355395974257345;(10.602312, 46.706995)
2017-06-28 17:14:50;15;17.76387866811502;(10.602312, 46.706995)
2017-07-04 17:14:12;15;17.03305764435879;(10.602312, 46.706995)
2017-07-10 17:14:50;15;15.705287518291533;(10.602312, 46.706995)
2017-07-16 17:14:13;15;17.03305764435879;(10.602312, 46.706995)
2017-07-22 17:14:51;15;16.656748927864847;(10.602312, 46.706995)
2017-07-28 17:14:13;15;17.482207604966916;(10.602312, 46.706995)
2017-08-03 17:14:52;15;18.662190741204128;(10.602312, 46.706995)
2017-08-09 17:14:14;15;18.662190741204128;(10.602312, 46.706995)
2017-08-15 17:14:52;15;17.701075775649695;(10.602312, 46.706995)
2017-08-21 17:14:14;15;13.59097728324555;(10.602312, 46.706995)
2017-08-27 17:14:53;15;15.993807904795235;(10.602312, 46.706995)
2017-09-02 17:14:15;15;15.24871856257493;(10.602312, 46.706995)
2017-09-08 17:14:53;15;13.59097728324555;(10.602312, 46.706995)
2017-09-14 17:14:16;15;19.025644721419706;(10.602312, 46.706995)
2017-09-20 17:14:54;15;12.69066711444618;(10.602312, 46.706995)
2017-09-26 17:14:16;15;13.623777988198288;(10.602312, 46.706995)
2017-10-02 17:14:54;15;16.509847768120807;(10.602312, 46.706995)
2017-10-08 17:14:16;15;19.651679024041336;(10.602312, 46.706995)
2017-10-14 17:14:54;15;19.327628928272215;(10.602312, 46.706995)
2017-10-20 17:14:16;15;20.56467004891856;(10.602312, 46.706995)
2017-10-26 17:14:54;15;20.072644536937545;(10.602312, 46.706995)
2017-11-01 17:14:16;15;21.15947127983821;(10.602312, 46.706995)
2017-11-07 17:14:54;15;15.767197669035127;(10.602312, 46.706995)
2017-11-13 17:14:16;15;15.767197669035127;(10.602312, 46.706995)
2018-05-30 17:15:11;15;24.93818012329249;(10.602312, 46.706995)
2018-06-05 17:14:17;15;22.878468683918843;(10.602312, 46.706995)
2018-06-11 17:15:12;15;22.616271706559893;(10.602312, 46.706995)
2018-06-17 17:14:17;15;23.694357716434126;(10.602312, 46.706995)
2018-06-23 17:15:12;15;23.97109321921031;(10.602312, 46.706995)
2018-07-05 17:15:13;15;25.760922376487898;(10.602312, 46.706995)
2018-07-11 17:14:19;15;21.097415542328896;(10.602312, 46.706995)
2018-07-17 17:15:14;15;20.685190834381302;(10.602312, 46.706995)
2018-07-23 17:14:20;15;18.533639929472834;(10.602312, 46.706995)
2018-07-29 17:15:14;15;18.085563526554516;(10.602312, 46.706995)
2018-08-04 17:14:20;15;18.304526659450982;(10.602312, 46.706995)
