"Date","Track_100m","Pred_100m","Track_200m","Pred_200m","Track_500m","Pred_500m","Track_50m","Pred_50m","Station"
"2014-10-17 05:26:30",168,0.138830260208811,168,0.223200191470215,168,0.179144273806077,NA,NA,"B2"
"2014-11-10 05:26:16",168,0.145952229298184,168,0.211329777240878,168,0.174817070486323,NA,NA,"B2"
"2015-08-25 05:26:45",NA,NA,NA,NA,168,0.179661835368711,NA,NA,"B2"
"2015-08-26 17:14:54",NA,NA,NA,NA,15,0.174478738227274,NA,NA,"B2"
"2015-09-30 05:26:46",168,0.203750320454832,168,0.173819888192676,NA,NA,168,0.226217659954081,"B2"
"2015-10-01 17:14:55",15,0.245292648197474,15,0.228177527780853,NA,NA,15,0.251228010217216,"B2"
"2015-10-12 05:26:46",168,0.225949839351688,168,0.234441235960979,168,0.175806902257536,168,0.255454577524463,"B2"
"2015-10-13 17:14:55",15,0.249519215504721,15,0.230214668653732,15,0.176656317553323,15,0.255454577524463,"B2"
"2015-10-20 17:06:54",117,0.217273579261272,117,0.267110823336378,117,0.169607432927322,117,0.229448857438888,"B2"
"2015-10-24 05:26:40",168,0.206267535666928,168,0.251421563948518,168,0.188422353688617,168,0.205996915898643,"B2"
"2015-10-25 17:14:55",15,0.206608636955823,15,0.266708435702521,15,0.206028736016868,15,0.198825523820443,"B2"
"2015-11-01 17:06:54",117,0.210828479747987,117,0.27803793579578,117,0.203990437902003,117,0.195420591442632,"B2"
"2015-11-05 05:26:40",168,0.207563740528329,168,0.262789850371605,168,0.192742250345511,168,0.213523544133056,"B2"
"2015-11-06 17:14:55",15,0.210828479747987,15,0.26397714666423,15,0.199776171346658,15,0.195420591442632,"B2"
"2015-11-17 05:26:45",168,0.189751707461888,168,0.207200781953131,168,0.162762397784387,168,0.182642497987331,"B2"
"2015-11-18 17:14:50",15,0.200101307546302,15,0.208084583832908,15,0.169950152032564,15,0.198635080672369,"B2"
"2015-11-25 17:06:53",117,0.205740913249302,117,0.196944602370803,117,0.149232964969516,117,0.181428476054002,"B2"
"2015-11-29 05:26:44",168,0.158436409333972,168,0.151939632364755,168,0.127287849058122,168,0.149001491880793,"B2"
"2015-11-30 17:14:55",15,0.158124692879797,15,0.151939632364755,15,0.127063971279654,15,0.148689775426617,"B2"
"2015-12-07 17:06:53",117,0.166324428810532,117,0.161383233931146,117,0.130371400846798,117,0.158956639798932,"B2"
"2015-12-12 17:14:49",15,0.175741938263959,15,0.165062921944899,15,0.140794149878908,15,0.168893711678104,"B2"
"2015-12-19 17:06:53",117,0.207747206128957,117,0.196060322117855,117,0.149232964969516,117,0.183434768933656,"B2"
"2015-12-23 05:26:43",168,0.178428557871315,168,0.164955747046759,168,0.136293015238088,168,0.171580331285461,"B2"
"2015-12-24 17:14:54",15,0.168819441217841,15,0.151521789555275,15,0.129146640413501,15,0.159384523764661,"B2"
"2016-01-04 05:26:43",168,0.159823977095049,168,0.161563169331519,168,0.129370518191969,168,0.154381296657231,"B2"
"2016-01-12 17:06:52",117,0.194273022221286,117,0.263731880549191,117,0.199662745471164,117,0.194047899568004,"B2"
"2016-01-16 05:26:43",168,0.183586458048006,168,0.185980519845423,168,0.181284464556636,168,0.160716809305828,"B2"
"2016-06-28 17:06:40",117,0.230831380667059,117,0.221408319081559,117,0.154587814703756,117,0.241911123228692,"B2"
"2016-07-14 05:26:39",168,0.165401521148886,168,0.209185511064813,NA,NA,168,0.17887462656988,"B2"
"2016-07-15 17:14:50",15,0.190305821214808,15,0.194851186699115,NA,NA,15,0.189482357606793,"B2"
"2016-09-08 17:06:43",117,0.227011690747986,117,0.242447798139344,117,0.163315204698876,117,0.25544154868804,"B2"
"2016-09-12 05:26:42",168,0.187590735919753,168,0.202485666488902,168,0.154678216077829,168,0.204636785699772,"B2"
