"Date","Track_100.x","Pred_100.x","Track_100.y","Pred_100.y","Track_20.x","Pred_20.x","Track_20.y","Pred_20.y","Track_200.x","Pred_200.x","Track_200.y","Pred_200.y","Track_50.x","Pred_50.x","Track_50.y","Pred_50.y","Track_500.x","Pred_500.x","Track_500.y","Pred_500.y","Station"
"2016-06-08 05:26:38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,0.258661993342515,NA,NA,"M4"
"2016-06-09 17:14:49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.224711063798301,NA,NA,"M4"
"2016-06-28 17:06:40",NA,NA,117,0.284671882897643,NA,NA,117,0.208192169745858,NA,NA,117,0.282127585755268,NA,NA,117,0.295049303657452,117,0.197213880074437,117,0.258566789367908,"M4"
"2016-07-14 05:26:39",NA,NA,168,0.231116240405623,NA,NA,168,0.186511789908642,NA,NA,168,0.223955361442383,NA,NA,168,0.257981339654871,NA,NA,168,0.224520445676642,"M4"
"2016-07-15 17:14:50",NA,NA,15,0.235895385004186,NA,NA,15,0.186511789908642,NA,NA,15,0.224212764132491,NA,NA,15,0.25952442478004,NA,NA,15,0.227654055182896,"M4"
"2016-07-22 17:06:41",NA,NA,117,0.27171683541669,NA,NA,117,0.17554643877275,117,0.216136360835956,117,0.270833241250734,NA,NA,117,0.285064565196188,117,0.262068682962094,117,0.234030539521263,"M4"
"2016-07-26 05:26:40",NA,NA,168,0.236951681726624,NA,NA,168,0.186511789908642,168,0.184025223309685,168,0.24447851537912,NA,NA,168,0.260663660424159,168,0.24749104838692,168,0.212185903752219,"M4"
"2016-07-27 17:14:51",15,0.186224046405599,15,0.218801423060857,15,0.229015736998616,15,0.168390065690644,15,0.19974661633493,15,0.211442878187463,15,0.225638763698232,15,0.24243046283671,15,0.254237857322509,15,0.19563732218851,"M4"
"2016-08-08 17:14:52",15,0.212775151856928,15,0.271178892676163,15,0.248956371471753,15,0.175596132756804,15,0.225611648411833,15,0.254843023974172,15,0.234870619126469,15,0.286575130798758,15,0.282918629474142,15,0.250456954550666,"M4"
"2016-08-15 17:06:42",117,0.21454441824285,117,0.187529543307733,117,0.194781438816749,117,0.169680542391223,117,0.201511399760281,117,0.190824038536614,117,0.203403186220438,117,0.270504749021565,117,0.188335172934976,117,0.201032232722837,"M4"
"2016-08-19 05:26:42",168,0.221606130888229,168,0.17259061558796,168,0.206861608518053,168,0.141106585657008,168,0.220984088684314,168,0.183599893650443,168,0.222069236497838,168,0.270380631883263,168,0.20863747636614,168,0.183634137312428,"M4"
"2016-08-27 17:06:58",NA,NA,117,0.18057310058495,NA,NA,117,0.175826956612234,NA,NA,117,0.200039223631145,NA,NA,117,0.251206637200634,117,0.178630033791335,117,0.196369173236869,"M4"
"2016-08-31 05:26:42",NA,NA,168,0.18313675110952,NA,NA,168,0.170650648267311,NA,NA,168,0.216237006310754,NA,NA,168,0.246484873654402,168,0.195660255240014,168,0.191438012208172,"M4"
"2016-09-01 17:14:53",NA,NA,15,0.163263214059669,NA,NA,15,0.177949560825274,NA,NA,15,0.199079296091921,NA,NA,15,0.23949755477305,15,0.193316627624298,15,0.191987488939859,"M4"
"2016-09-08 17:06:43",NA,NA,117,0.183982247334011,NA,NA,117,0.175826956612234,117,0.18403294415626,117,0.219988073185773,NA,NA,117,0.259652963875145,117,0.175039570151545,117,0.197157640744476,"M4"
"2016-09-12 05:26:42",NA,NA,168,0.18313675110952,NA,NA,168,0.178700324037912,168,0.198303824049658,168,0.216237006310754,NA,NA,168,0.247295122618787,168,0.189310450044943,168,0.190561912861094,"M4"
"2016-09-13 17:14:53",NA,NA,NA,NA,NA,NA,NA,NA,15,0.191567214957445,NA,NA,NA,NA,NA,NA,15,0.18090101091607,15,0.191609822943543,"M4"
"2016-09-20 17:06:44",NA,NA,NA,NA,NA,NA,NA,NA,117,0.190836852331985,NA,NA,NA,NA,NA,NA,117,0.20319578363624,117,0.248395002697371,"M4"
"2016-09-24 05:26:43",NA,NA,NA,NA,NA,NA,NA,NA,168,0.146472694280488,NA,NA,NA,NA,NA,NA,168,0.158434572248015,168,0.188128146297701,"M4"
"2016-09-25 17:14:54",NA,NA,NA,NA,NA,NA,NA,NA,15,0.211830838006381,NA,NA,NA,NA,NA,NA,15,0.194748468411413,15,0.224501126882476,"M4"
"2016-09-26 17:06:02",NA,NA,NA,NA,NA,NA,NA,NA,117,0.153934146959032,NA,NA,NA,NA,NA,NA,117,0.16700663881995,117,0.199797129426025,"M4"
"2016-09-30 05:26:04",NA,NA,NA,NA,NA,NA,NA,NA,168,0.153934146959032,NA,NA,NA,NA,NA,NA,168,0.167628160554962,168,0.188128146297701,"M4"
"2016-10-02 17:06:44",NA,NA,NA,NA,NA,NA,NA,NA,117,0.188427296841133,NA,NA,NA,NA,NA,NA,117,0.195238410344455,117,0.233051640244327,"M4"
"2016-10-06 05:26:43",NA,NA,NA,NA,NA,NA,NA,NA,168,0.14494027119822,NA,NA,NA,NA,NA,NA,168,0.162260334353925,168,0.174017397590459,"M4"
"2016-10-07 17:14:54",NA,NA,NA,NA,NA,NA,NA,NA,15,0.169510965919553,NA,NA,NA,NA,NA,NA,15,0.157929157025683,15,0.221616832182977,"M4"
"2016-10-14 17:06:44",NA,NA,NA,NA,NA,NA,NA,NA,117,0.194100762264056,NA,NA,NA,NA,NA,NA,117,0.192123842254269,117,0.218138011424814,"M4"
"2017-05-28 05:26:03",168,0.230102892321566,168,0.237874072959414,168,0.260257115275029,NA,NA,168,0.203826329828528,168,0.186154866707255,168,0.202035325239493,168,0.266895952276782,168,0.198229102191901,168,0.188136567501073,"M4"
"2017-05-29 17:14:10",15,0.220721348700086,15,0.248330204829511,15,0.279502197722658,NA,NA,15,0.19797585769194,15,0.240062006295983,15,0.247367103135226,15,0.317041545096483,15,0.192057173417586,15,0.190334707429396,"M4"
"2017-05-30 17:06:44",117,0.230102892321566,117,0.247062108626494,117,0.260257115275029,NA,NA,117,0.203826329828528,117,0.208452502283965,117,0.202035325239493,117,0.270212489153876,117,0.198229102191901,117,0.188743403760539,"M4"
"2017-06-03 05:26:29",168,0.221557982424416,168,0.194381857018509,168,0.227903630340788,NA,NA,168,0.210854229520341,168,0.184998474337344,168,0.185218953969967,168,0.20036818569991,168,0.210101869855355,168,0.168298168798705,"M4"
"2017-06-04 17:14:48",15,0.217257382661413,15,0.231888003535455,15,0.264465803131558,NA,NA,15,0.210672186794158,15,0.216228667631858,15,0.179472277565737,15,0.225226036679417,15,0.186100397916887,15,0.20159475748187,"M4"
"2017-06-05 17:06:01",117,0.213903512678131,117,0.210972522510134,117,0.242138950906913,NA,NA,117,0.209681290061887,117,0.199662141674026,117,0.187082315279991,117,0.213504334044202,117,0.205396237037661,117,0.182210752971091,"M4"
"2017-06-09 05:25:56",168,0.173147070275023,168,0.215531464240424,168,0.235331906638146,NA,NA,168,0.169216234329491,168,0.215451473768345,168,0.160513471209203,168,0.219237289720557,168,0.161585128340584,168,0.212206152581477,"M4"
"2017-06-10 17:14:11",15,0.220610374166129,15,0.205270170516856,15,0.243681931797273,15,0.263345570914347,15,0.222621982597937,15,0.192745799771266,15,0.21101071593286,15,0.205404818377414,15,0.22362939886211,15,0.182210752971091,"M4"
"2017-06-11 17:06:45",117,0.175278130455626,117,0.244828455753345,117,0.235331906638146,117,0.298728720119481,117,0.162915125222161,117,0.235165489362975,117,0.160513471209203,117,0.258851822070365,117,0.161585128340584,117,0.225487573933161,"M4"
"2017-06-15 05:26:30",168,0.208564793715173,168,0.228931463233106,168,0.239363063145726,168,0.278014726131287,168,0.197861040811099,168,0.215451473768345,168,0.18418626088853,168,0.219237289720557,168,0.207964992347568,168,0.212206152581477,"M4"
"2017-06-16 17:14:49",15,0.214888380442842,15,0.183233525483237,15,0.280735577006833,15,0.260268158315777,15,0.217175876359973,15,0.168843888916491,15,0.181611499660306,15,0.203120694195643,15,0.180552580115954,15,0.158925995722299,"M4"
"2017-06-17 17:06:02",117,0.230008315780623,117,0.202045926848377,117,0.247011157591265,117,0.262631813225593,117,0.22509980643581,117,0.192745799771266,117,0.211874881792178,117,0.203356310034317,117,0.229309965934732,117,0.182210752971091,"M4"
"2017-06-21 05:25:56",168,0.210988237066484,168,0.175710827069705,168,0.221440474111952,168,0.260268158315777,168,0.196119619654265,168,0.167478683246394,168,0.174513864186556,168,0.204316141058115,168,0.193503898679254,168,0.15636626241058,"M4"
"2017-06-22 17:14:11",15,0.206941686521812,15,0.215746622403467,15,0.268219869020516,15,0.264495121510172,15,0.215130905678894,15,0.193138465684935,15,0.174929200913077,15,0.202372236560164,15,0.187301427074544,15,0.192961603950087,"M4"
"2017-06-23 17:06:45",117,0.219381175767352,117,0.241704186213762,117,0.258493675188451,117,0.296085513966803,117,0.205678124585391,117,0.232721068319427,117,0.178759538420888,117,0.260544427179981,117,0.18604211807498,117,0.219042435540053,"M4"
"2017-06-27 05:26:30",168,0.197191934939764,168,0.221483617162226,168,0.229738031012774,168,0.270268896306429,168,0.170545120919208,168,0.191550712691623,168,0.191730617086817,168,0.20168990120904,168,0.221394908636003,168,0.189156418344795,"M4"
"2017-06-28 17:14:50",15,0.207019407529306,15,0.288508725656533,15,0.230473365660714,15,0.294892262897933,15,0.188626921185861,15,0.239520723801976,15,0.186488619138628,15,0.247777502988993,15,0.223405602215375,15,0.21733336900972,"M4"
"2017-06-29 17:06:02",117,0.21358797862624,117,0.281930447150033,117,0.227448377573833,117,0.298863640097007,117,0.182735725468604,117,0.240271184917705,117,0.196916239649536,117,0.268665503041171,117,0.226246142445056,117,0.219895086703232,"M4"
"2017-07-03 05:25:57",168,0.207078077935732,168,0.278815920767831,168,0.230997498928106,168,0.278014726131287,168,0.182735658548671,168,0.236550414782286,168,0.187772903308817,168,0.221436029981218,168,0.234106734248429,168,0.204344393953437,"M4"
"2017-07-04 17:14:12",15,0.218833596161423,15,0.295066999732559,15,0.245753458153322,15,0.285946159561814,15,0.196509320829752,15,0.265149289820451,15,0.225300101768251,15,0.245726196704169,15,0.234580894723752,15,0.212059692189636,"M4"
"2017-07-05 17:06:46",117,0.151125319817913,117,0.285492487452124,117,0.215548414206595,117,0.282174863531713,117,0.12771000284432,117,0.265149289820451,117,0.15943333489687,117,0.223137236202824,117,0.191339367543297,117,0.212059692189636,"M4"
"2017-07-09 05:26:31",168,0.210600243273982,168,0.256246814780633,168,0.231081439272569,168,0.257270215827975,168,0.171748379042914,168,0.229238559042749,168,0.205113251482641,168,0.19296010616941,168,0.213997016569961,168,0.184838396842778,"M4"
"2017-07-10 17:14:50",15,0.182149624358072,15,0.247526974105395,15,0.214620145994078,15,0.256733250167251,15,0.168507015728404,15,0.231286138166728,15,0.172360386742397,15,0.20608114612539,15,0.203776070122707,15,0.196723406975141,"M4"
"2017-07-11 17:06:03",117,0.210867942144561,117,0.287387847032487,117,0.216846118706444,117,0.281701325047661,117,0.185346136533317,117,0.264798876742608,117,0.203249890172617,117,0.265513322562775,117,0.218702649387655,117,0.214051607700027,"M4"
"2017-07-15 05:25:58",168,0.168349581049145,168,0.271517536884617,168,0.216640941680172,168,0.273522331668356,168,0.145468744089339,168,0.256771938690506,168,0.171135162850295,168,0.216987570205799,168,0.211783602039789,168,0.190384920534506,"M4"
"2017-07-16 17:14:13",15,0.186900498132291,15,0.267699864510469,15,0.237545780943139,15,0.252253706541401,15,0.184181364519988,15,0.257602386394359,15,0.185862357345494,15,0.212598607837989,15,0.204122888034866,15,0.192233446430564,"M4"
"2017-07-17 17:06:46",117,0.186900498132291,117,0.270308425281374,117,0.229806376427136,117,0.249279934407547,117,0.161143092880922,117,0.25872644788958,117,0.180146894479034,117,0.218316258175165,117,0.205738917150589,117,0.190590541622383,"M4"
"2017-07-21 05:26:32",168,0.214917810391429,168,0.267774741404297,168,0.207756834216284,168,0.294806463236196,168,0.20767094571008,168,0.292716149212488,168,0.202294408903377,168,0.278684153874325,168,0.229100777524427,168,0.243857467369312,"M4"
"2017-07-22 17:14:51",15,0.221768879685099,15,0.276015916023148,15,0.191289054280858,15,0.319448796085696,15,0.222517367226565,15,0.298475928935469,15,0.214647476528558,15,0.296599296192331,15,0.230733992790825,15,0.248209931001205,"M4"
"2017-07-23 17:06:04",117,0.220644818189878,117,0.264467619016442,117,0.216389306344088,117,0.305806533220172,117,0.209619811963572,117,0.296602257022832,117,0.206323452891192,117,0.291137699650045,117,0.231055286723501,117,0.240323444281141,"M4"
"2017-07-27 05:25:58",168,0.171906370853297,168,0.264057961822953,168,0.214588985499663,168,0.275729786492818,168,0.162884489975212,168,0.290483868906829,168,0.161462929707538,168,0.277810537935057,168,0.202208295644594,168,0.220037600472716,"M4"
"2017-07-28 17:14:13",15,0.206559772568515,15,0.214300418850417,15,0.229725171302947,15,0.28883458021376,15,0.225126455144064,15,0.2584933197297,15,0.189522987361357,15,0.273026740851803,15,0.205583942553086,15,0.218538459732927,"M4"
"2017-07-29 17:06:47",117,0.242242669140907,117,0.19857233495351,117,0.219542834176709,117,0.285794389365618,117,0.204235224408165,117,0.263511335033479,117,0.212034476140516,117,0.26358307252284,117,0.250238023744042,117,0.194334170261303,"M4"
"2017-08-02 05:26:33",168,0.200792930022481,168,0.224502445468422,168,0.230137521595975,168,0.29020749432922,168,0.178506342182652,168,0.272079599428169,168,0.173534827120206,168,0.283911070611932,168,0.200875908558649,168,0.230130705866542,"M4"
"2017-08-03 17:14:52",15,0.207818062237814,15,0.194000841762612,15,0.223781435942447,15,0.292145432475815,15,0.20977389794443,15,0.26669015061584,15,0.189869805273517,15,0.260662296850893,15,0.208762758135447,15,0.215612984451896,"M4"
"2017-08-04 17:06:05",117,0.230567350662962,117,0.24953890017517,117,0.208588840221234,117,0.285286664287251,117,0.204380155181007,117,0.288616945875088,117,0.20311028128119,117,0.297305935658362,117,0.250238023744042,117,0.231238924676981,"M4"
"2017-08-08 05:25:59",168,0.214752534950857,168,0.25135735058963,168,0.225475846325233,168,0.271846376586791,168,0.200906326892359,168,0.286384665569428,168,0.188395113715435,168,0.297183235023783,168,0.219094163783324,168,0.231238924676981,"M4"
"2017-08-09 17:14:14",15,0.23042241989012,15,0.191299444569749,15,0.1867671659582,15,0.288193065903655,15,0.219960477942045,15,0.263511335033479,15,0.205929689756188,15,0.256310182139079,15,0.249261088380133,15,0.194334170261303,"M4"
"2017-08-10 17:06:48",117,0.230567350662962,117,0.249552306322516,117,0.208588840221234,117,0.314486851508142,117,0.204235224408165,117,0.288280637591657,117,0.20311028128119,117,0.303286009230377,117,0.250238023744042,117,0.242696343675191,"M4"
"2017-08-14 05:26:33",168,0.209796450306697,168,0.191898922571166,168,0.233096249405691,168,0.294169229509387,168,0.204283673236596,168,0.263511335033479,168,0.188196652461677,168,0.254767097013911,168,0.241041238288471,168,0.215612984451896,"M4"
"2017-08-15 17:14:52",15,0.217714847918787,15,0.251990590019293,15,0.21615314085603,15,0.292353271788345,15,0.219130094753081,15,0.302427042223227,15,0.198044592376474,15,0.300188437409724,15,0.231630110664073,15,0.243570748837394,"M4"
"2017-08-16 17:06:05",117,0.207818062237814,117,0.224993731564035,117,0.227977880054382,117,0.292145432475815,117,0.203275329110931,117,0.253766131088748,117,0.184154342407057,117,0.286035185842885,117,0.203950727286688,117,0.215612984451896,"M4"
"2017-08-20 05:26:00",168,0.214752534950857,168,0.25135735058963,168,0.222603547171782,168,0.268440631798144,168,0.206454144693292,168,0.286384665569428,168,0.188395113715435,168,0.297183235023783,168,0.213569356648456,168,0.231238924676981,"M4"
"2017-08-21 17:14:14",15,0.215592965815843,15,0.216399215772189,15,0.232924375815723,15,0.279441256708804,15,0.19297265903191,15,0.248450451530805,15,0.213436288590802,15,0.25315795117414,15,0.246369128682139,15,0.19363127931602,"M4"
"2017-08-22 17:06:48",117,0.185677469551692,117,0.218054752939972,117,0.230135872166105,117,0.267791412500334,117,0.164657650416408,117,0.250089542586077,117,0.181502115783824,117,0.262880181577557,117,0.219490647472386,117,0.19363127931602,"M4"
"2017-08-26 05:26:34",168,0.203336720873072,168,0.242965610224576,168,0.224456252629179,168,0.289449736561915,168,0.186812802658366,168,0.274621664217893,168,0.197764176749914,168,0.284085664251985,168,0.228519757395596,168,0.229427814921259,"M4"
"2017-08-27 17:14:53",15,0.204768802530435,15,0.235306521351093,15,0.199618905235729,15,0.286914238490309,15,0.199676461731804,15,0.24999912086979,15,0.213237827337044,15,0.278059404513842,15,0.269934946034304,15,0.215190238240948,"M4"
"2017-08-28 17:06:06",117,0.194706579474903,117,0.242579411734853,117,0.228481598576825,117,0.286914238490309,117,0.186812802658366,117,0.24999912086979,117,0.18609519362159,117,0.285332294897602,117,0.228519757395596,117,0.214910093506613,"M4"
"2017-09-01 05:26:00",168,0.216634725065679,168,0.248571972731615,168,0.192475748805197,168,0.30695412251695,168,0.207201165542371,168,0.238501182751459,168,0.232007364470379,168,0.312490528690451,168,0.2219531760136,168,0.21460544179257,"M4"
"2017-09-02 17:14:15",15,0.208851264975928,15,0.256530439156488,15,0.177366043392413,15,0.28365142193461,15,0.203333469511299,15,0.234593867311982,15,0.227115507748619,15,0.315349290336976,15,0.193733560124468,15,0.185771625499123,"M4"
"2017-09-03 17:06:49",117,0.189650547889404,117,0.21765350268472,117,0.190713682824851,117,0.28296187191815,117,0.184956432433288,117,0.206885350241815,117,0.170818901045709,117,0.280453369054534,117,0.201926559837523,117,0.177607943058472,"M4"
"2017-09-07 05:26:34",168,0.165393754269778,168,0.252289556891416,168,0.185757164638561,168,0.28857225197658,168,0.170175340937428,168,0.226552718678671,168,0.157171583390691,168,0.312092770133944,168,0.202070850876597,168,0.180019480719518,"M4"
"2017-09-08 17:14:53",15,0.175957840128594,15,0.217306684772561,15,0.1801159245136,15,0.285809458418826,15,0.182699602698651,15,0.197351096881002,15,0.175520945386583,15,0.26959096322632,15,0.174973350481961,15,0.173032293567707,"M4"
"2017-09-09 17:06:06",117,0.183309681773916,117,0.241373502102383,117,0.189782510586207,117,0.286914238490309,117,0.186426118339743,117,0.21406564685391,117,0.171282332097934,117,0.280453369054534,117,0.191928875424485,117,0.177607943058472,"M4"
"2017-09-13 05:26:01",168,0.181178621593313,168,0.245388478945944,168,0.189782510586207,168,0.28590182963851,168,0.17897596225309,168,0.229888234494289,168,0.171282332097934,168,0.312278077349402,168,0.197782848023834,168,0.180198541900962,"M4"
"2017-09-14 17:14:16",NA,NA,NA,NA,NA,NA,NA,NA,15,0.197057595349634,NA,NA,NA,NA,NA,NA,15,0.201161308934626,15,0.188527965559414,"M4"
"2017-09-15 17:06:49",NA,NA,NA,NA,NA,NA,NA,NA,117,0.215401405676596,NA,NA,NA,NA,NA,NA,117,0.221800683290957,117,0.176009090129841,"M4"
"2017-09-19 05:26:35",NA,NA,NA,NA,NA,NA,NA,NA,168,0.198430895878063,NA,NA,NA,NA,NA,NA,168,0.21935488273533,168,0.149446078929353,"M4"
"2017-09-20 17:14:54",NA,NA,NA,NA,NA,NA,NA,NA,15,0.203757598602398,NA,NA,NA,NA,NA,NA,15,0.20748581069061,15,0.190391326869439,"M4"
"2017-09-21 17:06:07",NA,NA,NA,NA,NA,NA,NA,NA,117,0.203864258399655,NA,NA,NA,NA,NA,NA,117,0.219836432996535,117,0.188527965559414,"M4"
"2017-09-25 05:26:01",NA,NA,NA,NA,NA,NA,NA,NA,168,0.195084946704643,NA,NA,NA,NA,NA,NA,168,0.199505691795159,168,0.15560290513695,"M4"
"2017-09-26 17:14:16",NA,NA,NA,NA,NA,NA,NA,NA,15,0.175395211759639,NA,NA,NA,NA,NA,NA,15,0.179470241760011,15,0.176355908042,"M4"
"2017-09-27 17:06:50",NA,NA,NA,NA,NA,NA,NA,NA,117,0.197981001096105,NA,NA,NA,NA,NA,NA,117,0.199505691795159,117,0.154977767207115,"M4"
"2017-10-01 05:26:35",NA,NA,NA,NA,NA,NA,NA,NA,168,0.222814986960702,NA,NA,NA,NA,NA,NA,168,0.224860705114266,168,0.204685884350749,"M4"
"2017-10-02 17:14:54",NA,NA,NA,NA,NA,NA,NA,NA,15,0.191249254894267,NA,NA,NA,NA,NA,NA,15,0.195324284894638,15,0.161119563517989,"M4"
"2017-10-03 17:06:07",NA,NA,NA,NA,NA,NA,NA,NA,117,0.195084946704643,NA,NA,NA,NA,NA,NA,117,0.199505691795159,117,0.188527965559414,"M4"
"2017-10-07 05:26:01",NA,NA,NA,NA,NA,NA,NA,NA,168,0.191845361559182,NA,NA,NA,NA,NA,NA,168,0.207340295575756,168,0.154139483670117,"M4"
"2017-10-08 17:14:16",NA,NA,NA,NA,NA,NA,NA,NA,15,0.20548553571432,NA,NA,NA,NA,NA,NA,15,0.225655289708671,15,0.200253873749703,"M4"
"2017-10-09 17:06:50",NA,NA,NA,NA,NA,NA,NA,NA,117,0.196501880477828,NA,NA,NA,NA,NA,NA,117,0.21139950398476,117,0.165765354353504,"M4"
"2017-10-13 05:26:35",NA,NA,NA,NA,NA,NA,NA,NA,168,0.217043616576236,NA,NA,NA,NA,NA,NA,168,0.233675562768321,168,0.184967617803345,"M4"
"2017-10-14 17:14:54",NA,NA,NA,NA,NA,NA,NA,NA,15,0.16062357603193,NA,NA,NA,NA,NA,NA,15,0.163382023031879,15,0.198902725922106,"M4"
"2017-10-15 17:06:07",NA,NA,NA,NA,NA,NA,NA,NA,117,0.18656613121876,NA,NA,NA,NA,NA,NA,117,0.2179188981962,117,0.197075058167342,"M4"
"2017-10-19 05:26:01",NA,NA,NA,NA,NA,NA,NA,NA,168,0.171016201349973,NA,NA,NA,NA,NA,NA,168,0.16660297047614,168,0.19154336988958,"M4"
"2017-10-20 17:14:16",NA,NA,NA,NA,NA,NA,NA,NA,15,0.16062357603193,NA,NA,NA,NA,NA,NA,15,0.163382023031879,15,0.188202409414719,"M4"
"2017-10-21 17:06:50",NA,NA,NA,NA,NA,NA,NA,NA,117,0.19722947897782,NA,NA,NA,NA,NA,NA,117,0.203372774864193,117,0.170458759094268,"M4"
"2017-10-25 05:26:35",NA,NA,NA,NA,NA,NA,NA,NA,168,0.185413185294176,NA,NA,NA,NA,NA,NA,168,0.186755291307783,168,0.19154336988958,"M4"
"2017-10-26 17:14:54",NA,NA,NA,NA,NA,NA,NA,NA,15,0.166551778443924,NA,NA,NA,NA,NA,NA,15,0.154759614398279,15,0.188202409414719,"M4"
"2017-10-27 17:06:07",NA,NA,NA,NA,NA,NA,NA,NA,117,0.196501880477828,NA,NA,NA,NA,NA,NA,117,0.220272152737382,117,0.182949537734513,"M4"
"2017-10-31 05:26:02",NA,NA,NA,NA,NA,NA,NA,NA,168,0.171016201349973,NA,NA,NA,NA,NA,NA,168,0.173587216484013,168,0.194722185471941,"M4"
"2018-06-28 05:26:03",168,0.281186246332226,168,0.270466357163514,168,0.279286824835026,NA,NA,168,0.280569415796861,168,0.246522691108422,168,0.297515461614072,168,0.304696496393457,168,0.257933826734963,168,0.243837554842914,"M4"
"2018-06-30 17:06:52",117,0.297469553562741,117,0.274559297161724,117,0.275772205885913,NA,NA,117,0.281714323277835,117,0.26199680766222,117,0.283261825115165,117,0.308257400405901,117,0.26561927049551,117,0.247634723984251,"M4"
"2018-07-04 05:26:37",168,0.289473296882343,168,0.312905692866953,168,0.274265550197556,NA,NA,168,0.282758527867106,168,0.293023941350414,168,0.302739784154676,168,0.332351815008282,168,0.267986961774455,168,0.275261709588579,"M4"
