"";"Depth";"Footprint";"n";"RMSE";"MAE";"MSE";"AVE";"R2";"Spearman";"Pearson"
"1";"obs_05";"Pred_50m";861;0,11034569246572;0,0939431559706852;0,0121761718457392;0,0310249442662497;0,0776141038654857;0,296104720572986;0,278593079356767
"2";"obs_05";"Pred_100m";908;0,119995161051677;0,100390272950585;0,0143988386758179;-0,118831860206502;0,00890166954202266;0,12401307049353;0,0943486594606551
"3";"obs_05";"Pred_200m";1007;0,114394329792899;0,0955200728967541;0,0130860626887665;-0,0584287536460451;0,0544865360754093;0,248243126303101;0,233423512259175
"4";"obs_05";"Pred_500m";1072;0,123629954407597;0,10485653376427;0,0152843656268246;-0,160647292303902;0,180648055199597;0,463691189623274;0,425027122898759
