"Station_obs";"RMSE";"MAE";"MSE";"AVE";"R2";"Spearman";"Pearson"
"B2";0,059151962886365;0,0915282197231407;0,0106667828891657;-2,36921164022851;0,059151962886365;0,27177009104298;0,243211765517964
"I1";0,0519275139127813;0,0972143849694566;0,0126451896678669;-0,483958001454841;0,0519275139127813;0,294149441493337;0,227876093333156
"I3";0,000527106243917075;0,130725085029598;0,0211452444119811;-1,1054994335511;0,000527106243917075;0,0936282237666015;-0,0229587944787411
"P1";0,0217039209477337;0,0857492190577394;0,0095124002523512;-0,179962105152977;0,0217039209477337;0,201930512513058;0,14732250658923
"P2";0,0624820760199287;0,0796894563172152;0,00830720403678126;-0,215830932907977;0,0624820760199287;0,281969343257042;0,249964149469336
"P3";0,0972023945111676;0,0944057732418457;0,0135681044973855;-0,137642036946965;0,0972023945111676;0,301002189217989;0,311772985537823
