"";"Station_N";"Depth";"footprint";"n";"RMSE";"MAE";"MSE";"AVE";"R2";"Spearman";"Pearson"
"1";"B2";"obs_02";"Pred_50m";79;0,112193958002501;0,0959023294264564;0,012587484212267;-1,4321780587094;0,0300764380011693;0,201974341410677;0,173425597883269
"2";"B2";"obs_02";"Pred_100m";79;0,138633762971264;0,123021212327235;0,0192193202355727;-2,7135942490172;0,0073672330409236;0,174081332199752;0,0858325872901639
"3";"B2";"obs_02";"Pred_200m";90;0,118963547479993;0,103331812107541;0,0141523256290245;-1,11501226384517;0,112278763087196;0,360634011467336;0,335080233805571
"4";"B2";"obs_02";"Pred_500m";145;0,169136933351897;0,152481684088437;0,028607302223684;-2,68048754952742;0,112890525988604;0,316770785380127;0,335991854050964
"5";"B2";"obs_05";"Pred_50m";79;0,103270059882989;0,0915209654509888;0,0106647052682362;-2,36942390358177;0,0591702125465591;0,27177009104298;0,243249280670178
"6";"B2";"obs_05";"Pred_100m";79;0,130833698587307;0,119669225008066;0,0171174566860344;-4,40811642476721;0,0307288957439941;0,208990104451806;0,175296593646295
"7";"B2";"obs_05";"Pred_200m";90;0,116833563362498;0,102786771919554;0,0136500815279789;-1,5382443542474;0,0343138295903833;0,220751478783829;0,185239924396398
"8";"B2";"obs_05";"Pred_500m";145;0,163996909213259;0,151266799491815;0,0268949862315019;-3,43438165982734;0,0598618090261684;0,260889161833203;0,244666730525767
