"";"Depth";"Footprint";"n";"RMSE";"MAE";"MSE";"AVE";"R2";"Spearman";"Pearson"
"1";"obs_02";"Pred_50m";859;0,110127648091821;0,0933567778116175;0,012128098874236;0,12753745152067;0,138014757935637;0,400461890463366;0,37150337540275
"2";"obs_02";"Pred_100m";906;0,119684215251919;0,0994777378555298;0,0143243113804677;-0,00576946583618887;0,0344419775797371;0,237627463204997;0,185585499378958
"3";"obs_02";"Pred_200m";1005;0,109059300824386;0,0912224882907735;0,0118939310963039;0,132838236744738;0,151869813161325;0,41545268360642;0,389704776929056
"4";"obs_02";"Pred_500m";1070;0,128141659355551;0,107041503341692;0,016420284862394;-0,0838417634950417;0,215847969273639;0,507214438049721;0,464594413734861
