"";"Depth";"Footprint";"n";"RMSE";"MAE";"MSE";"AVE";"R2";"Spearman";"Pearson"
"1";"obs_02";"Pred_20";15029;0,124650365722629;0,104337106171138;0,0155377136747851;-0,16226643551414;0,00332218713321052;-0,0807568766739669;-0,0576384171643403
"2";"obs_02";"Pred_20m_map";4916;0,114878659678152;0,0885430821015263;0,0131971064494488;-0,0865991296793236;0,0396863705152807;0,17543906615648;0,19921438330422
"3";"obs_02";"Pred_50";14483;0,128936531554471;0,107694835087838;0,0166246291692972;-0,153129787922749;0,0131921149165151;-0,122255489217446;-0,114856932383357
"4";"obs_02";"Pred_100";14964;0,130680477459825;0,108431401457047;0,0170773871891277;-0,145769305075884;0,015537324246053;-0,134451759019624;-0,124648803628647
"5";"obs_02";"Pred_200";13879;0,128285393186791;0,103867706047233;0,0164571421050895;-0,0671916343237142;0,0139050431600853;0,11902173726076;0,11791964704868
"6";"obs_02";"Pred_500";18208;0,128569370084912;0,106725734082363;0,0165300829240309;7,05510268633747e-05;0,0256181716101798;0,179347626042208;0,160056776208256
