time,station,landuse,elevation,latitude,longitude,swc_wc_a_02_avg,swc_wc_a_02_std,swc_wc_a_05_avg,swc_wc_a_05_std,swc_wc_b_02_avg,swc_wc_b_02_std,swc_wc_b_05_avg,swc_wc_b_05_std,swc_wc_c_02_avg,swc_wc_c_02_std,swc_wc_c_05_avg,swc_wc_c_05_std
,,,,,,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3,m^3/m^3
2022-10-31 11:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3808,0,0.2986,0,0.2540267,4.421582e-05,0.196,0,0.36046,0.0002939437,0.2715,0
2022-10-31 11:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3804,0.0002000093,0.29854,4.898332e-05,0.254,0,0.1959933,2.494481e-05,0.3601,0,0.2715,0
2022-10-31 11:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3803,0,0.2983,0.0002988892,0.2539067,0.0002379532,0.1959867,3.399404e-05,0.35982,0.0002993376,0.2712666,0.0003299817
2022-10-31 12:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3803,0,0.2978667,4.713422e-05,0.2533,0,0.19598,4.000068e-05,0.3598533,0.0005097336,0.2708,0
2022-10-31 12:15:00,i1,me,1490,46.6870089577,10.5796932062,0.37982,0.0002399921,0.29772,0.0002638185,0.2535733,0.0003492204,0.1959,0.0002366421,0.3599533,0.0003649078,0.2704267,0.0003492198
2022-10-31 12:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3797,0,0.2972,0,0.2533533,0.0002918153,0.1952733,4.422241e-05,0.3596533,0.0003303906,0.2701,0
2022-10-31 12:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3797,0,0.2971733,4.421582e-05,0.2532,0,0.19528,4.000068e-05,0.3591533,0.000338359,0.2700533,0.0001746099
2022-10-31 13:00:00,i1,me,1490,46.6870089577,10.5796932062,0.37938,0.0002993377,0.2969266,0.0003043406,0.25292,0.0003429271,0.1952533,4.988961e-05,0.35838,0.0008447488,0.2694,0
2022-10-31 13:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3791,0,0.2965,0,0.2525,0,0.19504,0.0003136865,0.35698,0.0002400041,0.2693533,0.0001746099
2022-10-31 13:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3786333,0.0001247203,0.29652,0.0001600005,0.2515667,0.0003299817,0.1945133,3.399404e-05,0.35638,0.0002400041,0.2687066,2.494109e-05
2022-10-31 13:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3783133,0.0002940955,0.2964533,4.988217e-05,0.2510333,0.0001738453,0.1945,0,0.3559,0,0.2687,0
2022-10-31 14:00:00,i1,me,1490,46.6870089577,10.5796932062,0.378,0,0.2964,0,0.2503133,3.39991e-05,0.1945,0,0.35602,0.0002400041,0.2680467,0.0001746099
2022-10-31 14:15:00,i1,me,1490,46.6870089577,10.5796932062,0.378,0,0.2964,0,0.25036,0.0001743557,0.1944933,2.494481e-05,0.3553,0,0.268,0
2022-10-31 14:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3774,0,0.2958666,0.000269979,0.2507933,0.0003234516,0.194,0.0003425384,0.3553,0,0.268,0
2022-10-31 14:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3774,0,0.2957067,2.494109e-05,0.2503467,4.989704e-05,0.1937267,4.422241e-05,0.3551,0.0002828475,0.2679067,0.0002379532
2022-10-31 15:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3771933,0.000254219,0.2957067,2.494109e-05,0.2501733,0.0003193086,0.1937267,4.42224e-05,0.35478,0.0002039642,0.2673133,3.398897e-05
2022-10-31 15:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3768867,3.398897e-05,0.2957067,2.494109e-05,0.2496533,4.988961e-05,0.1937,0,0.3544666,0.0002867481,0.2673133,3.398897e-05
2022-10-31 15:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3768933,2.494109e-05,0.2952933,0.000288604,0.24968,4.000067e-05,0.1937,0,0.35414,4.899792e-05,0.2673,0
2022-10-31 15:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3765267,0.0002791974,0.29508,4.000664e-05,0.24898,4.000068e-05,0.1937067,2.494481e-05,0.3536266,0.0001289248,0.2669733,0.0003213877
2022-10-31 16:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3763,0,0.2950333,0.0001738453,0.2485266,0.000362337,0.1930933,0.0002379533,0.35308,0.0002039642,0.26666,4.898332e-05
2022-10-31 16:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3763,0,0.2950467,0.0001746102,0.2480267,0.0003193033,0.193,0,0.35292,0.0002039541,0.26666,4.898332e-05
2022-10-31 16:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3759,0.0002828475,0.2946,0.0002828334,0.24754,4.899062e-05,0.1929933,2.494481e-05,0.35244,0.0001496614,0.2663933,0.0003234544
2022-10-31 16:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3757,0,0.2944,0,0.2482067,0.0002379533,0.193,0,0.3524,0,0.266,0
2022-10-31 17:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3757,0,0.2944,0,0.24828,4.000068e-05,0.193,0,0.3524,0,0.266,0
2022-10-31 17:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3757,0,0.2943067,0.0002379532,0.24774,0.0002799988,0.193,0,0.3524,0,0.266,0
2022-10-31 17:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3752333,0.0001247203,0.2937933,0.0002379532,0.2476,0,0.1929933,2.494481e-05,0.35244,0.0004079175,0.266,0
2022-10-31 17:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3752,0,0.2937,0,0.2476,0,0.1929933,2.49448e-05,0.352,0.0002828475,0.26544,0.0002799988
2022-10-31 18:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3752,0,0.29384,0.0002799988,0.2474667,0.0002844086,0.1929933,2.494481e-05,0.3518,0,0.2653,0
2022-10-31 18:15:00,i1,me,1490,46.6870089577,10.5796932062,0.37504,0.0002653345,0.2937,0,0.2470733,0.0002999258,0.193,0,0.3518,0,0.2653,0
2022-10-31 18:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2937133,3.398897e-05,0.2469733,4.421582e-05,0.1929933,2.494481e-05,0.35176,0.0001496614,0.2653067,2.494109e-05
2022-10-31 18:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2937666,4.713422e-05,0.2469933,2.494109e-05,0.1929867,3.399404e-05,0.35188,0.0003709437,0.2653266,4.421582e-05
2022-10-31 19:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2937933,2.494109e-05,0.247,0,0.1923,0,0.35136,0.0003440877,0.2653466,4.988217e-05
2022-10-31 19:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2938,0,0.24686,0.0002799988,0.1923,0,0.35216,0.0002939437,0.26538,3.999472e-05
2022-10-31 19:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2938,0,0.2463,0,0.1923,0,0.35188,0.0002039642,0.2653867,3.398897e-05
2022-10-31 19:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2938,0,0.2463133,3.399404e-05,0.1923,0,0.35164,0.0002653213,0.26544,0.0001781371
2022-10-31 20:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2938,0,0.2463333,4.714125e-05,0.1923,0,0.35132,0.0002399921,0.26544,0.0001496688
2022-10-31 20:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2938,0,0.2463333,4.714125e-05,0.1923067,2.494109e-05,0.3512,0,0.2654,0
2022-10-31 20:30:00,i1,me,1490,46.6870089577,10.5796932062,0.37464,0.0001496688,0.2938,0,0.2463733,4.422241e-05,0.1923,0,0.3511667,0.0001247277,0.2654,0
2022-10-31 20:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3744733,0.0003021394,0.2934133,0.0003180511,0.2463933,2.494481e-05,0.19232,3.999472e-05,0.3512,0,0.2654,0
2022-10-31 21:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3745533,0.0003913518,0.2931733,4.421582e-05,0.2464,0,0.1923333,4.713422e-05,0.35118,0.0001600005,0.2654,0
2022-10-31 21:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3742333,0.0002211055,0.2931933,2.494109e-05,0.2457467,0.0001746099,0.19234,4.898332e-05,0.3509067,0.0002694928,0.2654,0
2022-10-31 21:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3744933,0.0005157114,0.2932,0,0.24556,0.0002799988,0.1923667,4.713422e-05,0.35066,0.0001496614,0.2654,0
2022-10-31 21:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3742,0.0001999974,0.2932,0,0.24514,0.0002799988,0.1923733,4.421582e-05,0.35022,0.0002399921,0.2654067,2.494852e-05
2022-10-31 22:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3747333,0.0004812077,0.2932,0,0.245,0,0.1924,0,0.35062,0.0002039541,0.26542,4.000664e-05
2022-10-31 22:15:00,i1,me,1490,46.6870089577,10.5796932062,0.3746,0,0.2932,0,0.245,0,0.19188,0.0003145354,0.3507,0,0.26542,4.000663e-05
2022-10-31 22:30:00,i1,me,1490,46.6870089577,10.5796932062,0.3746066,2.494852e-05,0.2932,0,0.2452333,0.0003299817,0.1916933,2.494481e-05,0.35078,0.0002039642,0.2654467,4.989704e-05
2022-10-31 22:45:00,i1,me,1490,46.6870089577,10.5796932062,0.37478,0.000337051,0.2932,0,0.2456733,0.0001842698,0.1916933,2.494481e-05,0.3517666,0.0001247203,0.2654133,3.39991e-05
2022-10-31 23:00:00,i1,me,1490,46.6870089577,10.5796932062,0.3747067,0.0002434945,0.2932,0,0.2455267,0.0003043376,0.1917,0,0.3518,0,0.2654733,4.4229e-05
2022-10-31 23:15:00,i1,me,1490,46.6870089577,10.5796932062,0.37468,4.000664e-05,0.2932,0,0.2457333,4.714125e-05,0.1917,0,0.3515333,0.0002494406,0.2654933,2.494852e-05
2022-10-31 23:30:00,i1,me,1490,46.6870089577,10.5796932062,0.37472,0.0002400006,0.2931133,0.0002217069,0.2457667,4.714125e-05,0.1917,0,0.3512867,3.398897e-05,0.2652067,0.0003335971
2022-10-31 23:45:00,i1,me,1490,46.6870089577,10.5796932062,0.3752066,0.0002976982,0.2925933,2.494852e-05,0.2457733,4.422241e-05,0.1917,0,0.3513533,0.0001783842,0.2648,0
2022-10-31 00:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4224,0,0.39756,0.0001496614,0.4431,0,0.3814,0,0.39534,0.0002939437,0.3928,0
2022-10-31 00:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4224,0,0.3976,0,0.4431,0,0.3814,0,0.3953,0.0002828475,0.3928,0
2022-10-31 00:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4224,0,0.39752,0.0002039541,0.4431,0,0.3814,0,0.3955,0.0002828475,0.3928,0
2022-10-31 00:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4224,0,0.3976,0,0.4430667,0.0001247203,0.3814,0,0.3951,0,0.3928,0
2022-10-31 01:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4224,0,0.3976,0,0.4431,0,0.3814,0,0.3951,0,0.3928,0
2022-10-31 01:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4224,0,0.3976,0,0.4431,0,0.3814,0,0.3951,0,0.3928,0
2022-10-31 01:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4224,0,0.3972,0.0002828334,0.4431,0,0.3814,0,0.3951,0,0.3928,0
2022-10-31 01:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4223666,0.0001247203,0.39704,0.0001496613,0.4431,0,0.3814,0,0.3951,0,0.3928,0
2022-10-31 02:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4222666,0.0002211055,0.397,0,0.4429,0.0002449458,0.3814,0,0.3951,0,0.3928,0
2022-10-31 02:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4221333,0.0002494406,0.397,0,0.4426,0,0.3814,0,0.39554,0.0002653345,0.3923667,0.0001699651
2022-10-31 02:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4219666,0.0001699651,0.397,0,0.4426333,0.0001247203,0.3814,0,0.39554,0.0002653345,0.3923,0
2022-10-31 02:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3814,0,0.39566,0.0001496688,0.3923,0
2022-10-31 03:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3814,0,0.3957,0,0.3923,0
2022-10-31 03:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3814,0,0.3957,0,0.3923,0
2022-10-31 03:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.38112,0.0002993228,0.39542,0.0002993376,0.3923,0
2022-10-31 03:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.38128,0.0002399921,0.3951,0,0.3923,0
2022-10-31 04:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3812,0.0002828334,0.3951,0,0.3923,0
2022-10-31 04:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.381,0.0002828334,0.3951,0,0.3923,0
2022-10-31 04:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3808,0,0.3951,0,0.3923,0
2022-10-31 04:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3808,0,0.3951,0,0.3923,0
2022-10-31 05:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3808,0,0.3951,0,0.3923,0
2022-10-31 05:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3808,0,0.3951,0,0.3923,0
2022-10-31 05:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4426,0,0.3808,0,0.3951067,2.494852e-05,0.3923,0
2022-10-31 05:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4423667,0.0002494555,0.3808,0,0.39512,4.000664e-05,0.3923,0
2022-10-31 06:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4219,0,0.397,0,0.4423,0.0002449604,0.3808,0,0.39514,4.899792e-05,0.3923,0
2022-10-31 06:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4215,0.0001999974,0.397,0,0.4421667,0.0001699752,0.3808,0,0.39516,4.899792e-05,0.3923,0
2022-10-31 06:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4218,0.0001999974,0.397,0,0.4421,0,0.3808,0,0.3951533,4.989704e-05,0.3923,0
2022-10-31 06:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4217333,0.0002356992,0.397,0,0.4421,0,0.3808,0,0.3951667,4.714827e-05,0.3923,0
2022-10-31 07:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4218667,0.0001247203,0.3969,0.0002000093,0.4421,0,0.3808,0,0.3951733,4.422901e-05,0.3923,0
2022-10-31 07:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.3969,0.0002000093,0.4421,0,0.3808,0,0.3952,0,0.3923,0
2022-10-31 07:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.3966333,0.0002211186,0.4421,0,0.3808,0,0.3951867,3.39991e-05,0.3923,0
2022-10-31 07:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.3965,0,0.4421,0,0.3808,0,0.3952,0,0.3923,0
2022-10-31 08:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.3965,0,0.4421,0,0.3808,0,0.3952,0,0.3923,0
2022-10-31 08:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.3964333,0.0001699651,0.4419666,0.0002211055,0.3808,0,0.3952,0,0.3923,0
2022-10-31 08:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.3960333,0.0001247203,0.4416867,0.0001667981,0.3808,0,0.3953,0.0001999974,0.3923,0
2022-10-31 08:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.396,0,0.44172,0.0001939043,0.3808,0,0.3952,0,0.3923,0
2022-10-31 09:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.396,0,0.44164,4.899792e-05,0.38058,0.0002638275,0.39516,0.0001496688,0.3923,0
2022-10-31 09:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.396,0,0.4416867,3.39991e-05,0.3803,0,0.3946,0,0.3923,0
2022-10-31 09:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.396,0,0.4413666,0.0002357132,0.3803,0,0.3946,0,0.3923,0
2022-10-31 09:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4214,0,0.396,0,0.4412,0,0.3803,0,0.3946,0,0.3923,0
2022-10-31 10:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4210666,0.0002357132,0.396,0,0.4409333,0.0002494406,0.37986,0.0002653212,0.3946,0,0.39178,0.0002039642
2022-10-31 10:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4209,0,0.39572,0.0002993376,0.4407,0,0.3797,0,0.3942667,0.0002356992,0.3917,0
2022-10-31 10:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4208,0.0001999974,0.3954,0,0.44038,0.0001600027,0.37958,0.0002400041,0.3941,0,0.3917,0
2022-10-31 10:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4204,0,0.39584,0.0002653345,0.4403,0,0.3791,0,0.39386,0.0002939437,0.3917,0
2022-10-31 11:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4203,0.0001999974,0.39592,0.0002039642,0.4397667,0.0001247203,0.3786667,0.0001699651,0.3935,0,0.3917,0
2022-10-31 11:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4199,0,0.3954,0,0.4393,0,0.3786,0,0.3934333,0.0001699651,0.3912,0
2022-10-31 11:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4198333,0.0001699651,0.3954,0,0.4391133,0.0001995584,0.3784,0.0002828475,0.3936267,0.0004296813,0.3912,0
2022-10-31 11:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4194,0,0.3954,0,0.4389,0,0.378,0,0.3934667,0.0001247203,0.3911333,4.714827e-05
2022-10-31 12:00:00,i3,me,1430,46.6840937033,10.5816655619,0.41916,0.0002939437,0.395,0.0001999974,0.4384333,0.0001247203,0.37764,0.0002939291,0.39272,0.0002993376,0.3906666,0.0001699651
2022-10-31 12:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4188,0,0.3949,0,0.4380333,0.0002211055,0.37736,0.0001496688,0.39268,0.0002993376,0.3906,0
2022-10-31 12:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4183,0,0.39458,0.0002993228,0.4377133,0.0001995584,0.3768,0,0.3923667,0.0001247203,0.39012,0.0002400041
2022-10-31 12:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4183,0,0.3943,0,0.4375,0,0.3767,0.0001999974,0.3918533,0.0001499658,0.39,0
2022-10-31 13:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4178667,0.0001699651,0.3940333,0.0002494555,0.437,0,0.3763,0,0.3913,0,0.3895666,0.0001699651
2022-10-31 13:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4174333,0.0002211186,0.3936,0.0002828334,0.4365333,0.0001247203,0.3757,0,0.3909,0.0002828334,0.38934,0.0002653213
2022-10-31 13:30:00,i3,me,1430,46.6840937033,10.5816655619,0.417,0.0002449458,0.3929333,0.0002494555,0.4359466,0.000135966,0.3751799,0.0002039642,0.3903333,0.0002211186,0.3889,0
2022-10-31 13:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4168,0,0.3929333,0.0002494555,0.4356,0,0.3751,0,0.38992,0.0002993228,0.3885,0.0002000093
2022-10-31 14:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4164333,0.0002211055,0.3932,0,0.4354667,0.0002211186,0.37506,0.0001496614,0.3896,0,0.3884,0
2022-10-31 14:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4163,0,0.3928333,0.0002211186,0.4351,0,0.37458,0.000203954,0.3896,0,0.38816,0.0002939291
2022-10-31 14:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4163,0,0.3927,0,0.4351,0,0.3745,0,0.3895,0.0002000093,0.3878,0
2022-10-31 14:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4159333,0.0002211055,0.3927,0,NaN,NaN,0.3745,0,0.3891,0,0.3878,0
2022-10-31 15:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4158,0,0.3927,0,NaN,NaN,0.3745,0,0.3891,0,0.38772,0.0002039642
2022-10-31 15:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4158,0,0.39254,0.0002653213,0.4346,0,0.3745,0,0.38858,0.000203954,0.3872,0
2022-10-31 15:30:00,i3,me,1430,46.6840937033,10.5816655619,0.41568,0.0002400041,0.3921,0,NaN,NaN,0.3739,0,0.3885,0,0.3872,0
2022-10-31 15:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4156066,0.0002743917,0.3921,0,0.434,0.0001999974,0.3739,0,0.3884,0.0001999974,0.3869666,0.0002494406
2022-10-31 16:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4150066,0.0002515709,0.3921,0,0.4336,0,0.3737,0.0002449458,0.3880333,0.0001247203,0.3867,0
2022-10-31 16:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4147,0,0.3916333,0.0001247203,0.4336,0,0.3734,0,0.388,0,0.3867,0
2022-10-31 16:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4147,0,0.3916,0,0.4336,0,0.3734,0,0.38776,0.0002939437,0.38626,0.0002653345
2022-10-31 16:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4147,0,0.3916,0,0.4335733,9.977922e-05,0.3734,0,0.3874,0,0.3861,0
2022-10-31 17:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4147,0,0.3916,0,0.4332,0,0.3734,0,0.3874,0,0.3861,0
2022-10-31 17:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4143667,0.0002356992,0.3916,0,0.4332,0,0.3734,0,0.3874,0,0.3861,0
2022-10-31 17:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4142,0,0.3916,0,0.4332,0,0.3734,0,0.3874,0,0.3861,0
2022-10-31 17:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4142,0,0.39124,0.0002939437,0.4332,0,0.3734,0,0.3874,0,0.3858666,0.0002494406
2022-10-31 18:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4142,0,0.391,0,0.4332,0,0.3734,0,0.3874,0,0.3856,0
2022-10-31 18:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4142,0,0.391,0,0.4332,0,0.3735667,0.0002356992,0.3873667,0.0001247203,0.3856,0
2022-10-31 18:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4142,0,0.391,0,0.4332,0,0.3736733,0.0002568164,0.3870333,0.0002211055,0.3856,0
2022-10-31 18:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4142,0,0.391,0,0.4332,0,0.3739333,4.714828e-05,0.3870667,0.0002356992,0.3856,0
2022-10-31 19:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4140667,0.0002211055,0.391,0,0.43314,4.899792e-05,0.3739533,4.989704e-05,0.3869,0,0.3856,0
2022-10-31 19:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4137667,0.0001699651,0.391,0,0.4331,0,0.3739533,4.989704e-05,0.3869,0,0.3856,0
2022-10-31 19:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.391,0,0.4331,0,0.3734733,0.0001878542,0.3869,0,0.3856,0
2022-10-31 19:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.391,0,0.4331,0,0.3734,0,0.3869,0,0.3856,0
2022-10-31 20:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.3909667,0.0001247203,0.4331,0,0.3734,0,0.3869,0,0.3856,0
2022-10-31 20:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.3906666,0.0002356992,0.4331,0,0.3734,0,0.3869333,0.0001247203,0.3856,0
2022-10-31 20:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.3905,0,0.4331,0,0.3734,0,0.3869,0,0.3856,0
2022-10-31 20:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.39046,0.0001496688,0.4331,0,0.3734,0,0.3869,0,0.3854,0.0002828475
2022-10-31 21:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.39018,0.0002993377,0.43286,0.0001959479,0.3734,0,0.3869,0,0.385,0
2022-10-31 21:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.38998,0.0002039642,0.4327,0,0.3734,0,0.3869,0,0.385,0
2022-10-31 21:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.3899,0,0.4327,0,0.3734,0,0.3869,0,0.385,0
2022-10-31 21:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4137,0,0.3899,0,0.4327,0,0.3734,0,0.3869,0,0.385,0
2022-10-31 22:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4132667,0.0001699752,0.3899,0,0.4328867,0.0001995436,0.3734,0,0.3869,0,0.385,0
2022-10-31 22:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4132,0,0.39022,0.0002993376,NaN,NaN,0.3734,0,0.3869,0,0.3850133,3.39991e-05
2022-10-31 22:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4132,0,0.3903,0.0002828475,NaN,NaN,0.3734,0,0.38678,0.0002400041,0.3850133,3.39991e-05
2022-10-31 22:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4132,0,0.39042,0.0002039642,0.4327,0,0.3734,0,0.3869,0,0.3850533,4.989704e-05
2022-10-31 23:00:00,i3,me,1430,46.6840937033,10.5816655619,0.4132,0,0.3905,0,0.4327,0,0.3734,0,0.3869,0,0.3850533,4.989704e-05
2022-10-31 23:15:00,i3,me,1430,46.6840937033,10.5816655619,0.4132,0,0.3905,0,0.4327,0,0.3734,0,0.3869,0,0.3850867,3.39991e-05
2022-10-31 23:30:00,i3,me,1430,46.6840937033,10.5816655619,0.4132,0,0.3905,0,0.4327,0,0.3734,0,0.3869,0,0.3851,0
2022-10-31 23:45:00,i3,me,1430,46.6840937033,10.5816655619,0.4132,0,0.3905,0,0.4327,0,0.3734,0,0.3869,0,0.3851,0
2022-10-31 00:00:00,p1,pa,1526,46.685863,10.58294569,0.1981933,2.494481e-05,0.1895,0,0.2505266,0.0003213855,0.2929,0,0.1841933,2.494481e-05,0.2188,0
2022-10-31 00:15:00,p1,pa,1526,46.685863,10.58294569,0.1982,0,0.1895067,2.494481e-05,0.2503,0,0.2929,0,0.1835467,0.0001746099,0.2188,0
2022-10-31 00:30:00,p1,pa,1526,46.685863,10.58294569,0.1982,0,0.1895,0,0.2502933,2.494109e-05,0.2929,0,0.1834933,2.494481e-05,0.2188,0
2022-10-31 00:45:00,p1,pa,1526,46.685863,10.58294569,0.1978267,0.0003492198,0.1895,0,0.2506267,0.0003492198,0.29254,0.0002939437,0.1835,0,0.2188,0
