"Date","Track_100","Pred_100","Track_20","Pred_20","Track_200","Pred_200","Track_50","Pred_50","Track_500","Pred_500","Station"
"2015-09-07 17:14:55",NA,NA,NA,NA,NA,NA,NA,NA,15,0.147973283235164,"S3"
"2015-09-19 17:14:55",NA,NA,NA,NA,NA,NA,NA,NA,15,0.187866935371921,"S3"
"2016-07-27 17:14:51",15,0.170038498351702,15,0.168720175979008,15,0.177600889523225,15,0.164027413872463,15,0.195033914025316,"S3"
"2016-08-08 17:14:52",15,0.153975253780525,15,0.167035007092895,15,0.161664870621123,15,0.160200729178088,15,0.168552710765445,"S3"
"2016-08-15 17:06:42",117,0.227978773487826,117,0.235667661324209,117,0.270026911959678,117,0.231533095079969,117,0.219066354797199,"S3"
"2016-08-19 05:26:42",168,0.220345141480878,168,0.215245366734597,168,0.241994548737501,168,0.223647021401354,168,0.214261212811234,"S3"
"2016-08-27 17:06:58",117,0.208149418883446,117,0.209427107149159,117,0.258394004796149,117,0.211451298803922,117,0.195622194359382,"S3"
"2017-06-10 17:14:11",NA,NA,NA,NA,15,0.196934942214011,NA,NA,15,0.151531001903163,"S3"
"2017-06-11 17:06:45",NA,NA,NA,NA,117,0.180784948451208,NA,NA,117,0.149968721129619,"S3"
"2017-06-15 05:26:30",NA,NA,NA,NA,168,0.1974049824904,NA,NA,168,0.147815366324149,"S3"
"2017-06-16 17:15:14",NA,NA,NA,NA,15,0.178897997074744,NA,NA,15,0.149420766738815,"S3"
"2017-06-17 17:06:02",NA,NA,NA,NA,117,0.192495274707226,NA,NA,117,0.160629427184148,"S3"
"2017-06-21 05:25:56",NA,NA,NA,NA,168,0.173190254815113,NA,NA,168,0.148770719544728,"S3"
"2017-06-22 17:14:11",NA,NA,NA,NA,15,0.173190254815113,NA,NA,15,0.147201067205779,"S3"
"2017-06-23 17:06:45",NA,NA,NA,NA,117,0.179370498205148,NA,NA,117,0.149431755468894,"S3"
"2017-06-27 05:26:30",168,0.192395683996471,NA,NA,168,0.208239961880808,168,0.17847092577123,168,0.215878518070604,"S3"
"2017-06-28 17:15:15",15,0.166924739902157,NA,NA,15,0.168370219498032,15,0.156774114603188,15,0.175271231337923,"S3"
"2017-06-29 17:06:02",117,0.159646172151717,NA,NA,117,0.180150019926131,117,0.156351900831327,117,0.183895548147616,"S3"
"2017-07-03 05:25:57",168,0.193366185003014,NA,NA,168,0.20738800742426,168,0.188216080974801,168,0.217725217454371,"S3"
"2017-07-04 17:14:12",15,0.166000683681999,NA,NA,15,0.163948945148252,15,0.162736772973503,15,0.168250670656679,"S3"
"2017-07-05 17:06:46",117,0.172793340642237,NA,NA,117,0.183682282889467,117,0.162642715343268,117,0.181517264041127,"S3"
"2017-07-09 05:26:31",168,0.159646172151717,NA,NA,168,0.188089760851763,168,0.156351900831327,168,0.179252742302252,"S3"
"2017-07-10 17:15:15",15,0.167166240554533,NA,NA,15,0.163123557510826,15,0.160453325261631,15,0.168250670656679,"S3"
"2017-07-11 17:06:03",117,0.159646172151717,NA,NA,117,0.18035895358039,117,0.156351900831327,117,0.176242444440012,"S3"
"2017-07-15 05:25:58",168,0.166000683681999,NA,NA,168,0.163948945148252,168,0.162736772973503,168,0.173559605066985,"S3"
"2017-07-16 17:14:13",15,0.164860744258439,NA,NA,15,0.161833080810247,15,0.159162848561052,15,0.157072744417352,"S3"
"2017-07-17 17:06:46",117,0.164860744258439,NA,NA,117,0.159514174991871,117,0.158816030648893,117,0.157730738842875,"S3"
"2017-07-21 05:26:32",168,0.159646172151717,NA,NA,168,0.188089760851763,168,0.156351900831327,168,0.179252742302252,"S3"
"2017-07-22 17:15:16",15,0.167166240554533,NA,NA,15,0.163123557510826,15,0.160453325261631,15,0.168434650128714,"S3"
"2017-07-23 17:06:04",117,0.163401150905174,NA,NA,117,0.182905956299892,117,0.158251046876961,117,0.179252742302252,"S3"
"2017-07-27 05:25:58",168,0.166047255316821,NA,NA,168,0.184427715842961,168,0.155896630017852,168,0.178170861456058,"S3"
"2017-07-28 17:14:13",15,0.162192394830391,15,0.171229390734152,15,0.161118393617098,15,0.149394448440082,15,0.180601976766337,"S3"
"2017-07-29 17:06:47",117,0.168060995570471,117,0.169226681444875,117,0.17770033014356,117,0.155263049180161,117,0.189598111345558,"S3"
"2017-08-02 05:26:33",168,0.17201923147415,168,0.175794075488402,168,0.183540453347476,168,0.149583717846298,168,0.18714083295674,"S3"
"2017-08-03 17:15:17",15,0.162192394830391,15,0.175710154763335,15,0.145522096532455,15,0.149394448440082,15,0.179724492181002,"S3"
"2017-08-04 17:06:05",117,0.162996442221069,117,0.167770912973561,117,0.161522756383521,117,0.151944626135716,117,0.161970032622106,"S3"
"2017-08-08 05:25:59",168,0.19493844790291,168,0.170699458125115,168,0.210052398357381,168,0.182045052920395,168,0.22217847829745,"S3"
"2017-08-09 17:14:14",15,0.161268338610233,15,0.176027781630623,15,0.160694443529132,15,0.157172994605917,15,0.179677920546179,"S3"
"2017-08-10 17:06:48",117,0.178137085047976,117,0.176132400036011,117,0.2108031547358,117,0.169862226975425,117,0.20787160226557,"S3"
"2017-08-14 05:26:33",168,0.175047490838718,168,0.175794075488402,168,0.155980947132792,168,0.203092209338471,168,0.14654901207691,"S3"
"2017-08-15 17:15:17",15,0.159827409796958,15,0.175710154763335,15,0.153279526503109,15,0.193264983432083,15,0.148922369740661,"S3"
"2017-08-16 17:06:05",117,0.162668007081001,117,0.169460387587096,117,0.136862182533325,117,0.195178858969355,117,0.157595837485051,"S3"
